OrderID,CustomerID,Region,StoreID,Product,Quantity,UnitPrice,SalesAmount,OrderTime,DeviceType,Temperature,DeviceStatus,AnomalyFlag,AnomalyType
50513d65-1960-42c7-b057-a76632c1b3ee,CUST-4404,West,Store-009,Smartwatch,1,356.26,0.0,2023-01-09 10:30:26,Temp_Sensor,18.53,FAILED,1,Device_Failure
e07e1698-ed89-47af-abe9-a10987ea2889,CUST-8699,North,Store-002,Mobile,3,1428.56,4285.68,2023-01-23 00:59:05,RFID_Scanner,22.81,OK,0,
7ff40b5a-bbcd-4d93-b118-084ce229f538,CUST-4241,South,Store-004,Camera,2,1312.89,2625.78,2023-01-13 21:29:03,RFID_Scanner,18.5,OK,0,
f36ef801-88ab-4017-a313-d792f72df91b,CUST-6039,North,Store-015,Laptop,4,1392.92,5571.68,2023-01-20 12:57:23,POS_Terminal,21.5,OK,0,
794f83af-1630-4139-9ab1-0b706007c3a9,CUST-2317,East,Store-014,Smartwatch,3,1227.24,3681.72,2023-01-02 06:08:05,RFID_Scanner,19.6,OK,0,
faaaa5b6-a5b7-4e56-9044-3f33051c8f32,CUST-1339,North,Store-019,Laptop,2,967.48,1934.96,2023-01-22 11:14:04,POS_Terminal,19.27,OK,0,
7bbcfa82-1df1-47c4-bf89-7d64927eca64,CUST-9056,East,Store-016,Headphones,4,699.95,2799.8,2023-01-06 01:52:03,RFID_Scanner,20.31,OK,0,
74e35fc6-9b61-4665-9c63-afd3ea8152f1,CUST-5722,South,Store-018,Laptop,4,221.72,886.88,2023-01-13 06:03:57,POS_Terminal,18.81,OK,0,
7c9c0af5-2796-4a4b-b79b-8a90d5e7eed1,CUST-9431,East,Store-018,Tablet,4,155.7,622.8,2023-01-26 04:01:32,POS_Terminal,22.36,OK,0,
3a206555-44c0-40b1-9cb7-ae908e3e96a8,CUST-8242,East,Store-007,Headphones,5,305.48,1527.4,2023-01-14 23:34:41,POS_Terminal,24.17,OK,0,
bc9be732-838f-4153-b89d-768557a33cbd,CUST-1472,West,Store-006,Headphones,5,76.67,383.35,2023-01-20 19:20:36,RFID_Scanner,19.57,OK,0,
8dff14e7-6dc5-4766-9886-3565d30e4a4f,CUST-2858,South,Store-004,Smartwatch,2,1021.83,2043.66,2023-01-15 04:02:36,Temp_Sensor,22.94,OK,0,
c87c277b-f5f7-4400-b507-85d18d754d47,CUST-8905,South,Store-008,Tablet,5,332.05,1660.25,2023-01-10 06:04:37,Temp_Sensor,21.56,OK,0,
06b209f8-1eaa-4fe4-a810-df490b6743fd,CUST-2143,North,Store-014,Headphones,5,570.99,2854.95,2023-01-01 02:59:19,POS_Terminal,23.08,OK,0,
231478cc-a7b8-47c6-beb6-75aa3c5a3f53,CUST-9022,West,Store-015,Camera,4,722.99,2891.96,2023-01-27 19:01:49,Temp_Sensor,20.64,OK,0,
9e30a46b-0500-4178-a8f0-52ee44d51686,CUST-4090,West,Store-019,Tablet,2,1719.23,3438.46,2023-01-20 22:35:15,RFID_Scanner,20.23,OK,0,
59acf73c-62b3-4dd1-8125-2af13477b21e,CUST-7246,South,Store-005,Tablet,1,296.18,296.18,2023-01-29 15:36:36,POS_Terminal,24.09,OK,0,
2da0cee5-0233-4c0d-8e14-98050a7a2d57,CUST-8213,East,Store-017,Tablet,1,1458.77,0.0,2023-01-20 21:39:34,Temp_Sensor,24.79,FAILED,1,Device_Failure
bbc3e477-8850-4eaa-bb3b-2b371228d2fb,CUST-6546,South,Store-003,Printer,3,1712.07,5136.21,2023-01-26 21:42:54,POS_Terminal,24.68,OK,0,
9500473e-e5b5-4fdf-b2fe-c5477c3dadf3,CUST-8994,East,Store-020,Laptop,2,1280.76,2561.52,2023-01-14 22:49:14,RFID_Scanner,23.23,OK,0,
ba30209b-9d87-4951-bb84-93aa3f3ea4f7,CUST-2612,East,Store-015,Mobile,3,1811.68,5435.04,2023-01-03 05:35:00,POS_Terminal,23.57,OK,0,
04e72804-2f73-4adf-a54d-4b3f1c009c06,CUST-7141,South,Store-005,Mobile,5,853.5,4267.5,2023-01-09 17:46:53,RFID_Scanner,19.23,OK,0,
e85fffb6-4780-489c-a57c-dbdeec26bb9e,CUST-7267,West,Store-016,Camera,2,502.77,0.0,2023-01-13 07:54:18,POS_Terminal,19.79,FAILED,1,Device_Failure
c16ea041-66f1-49d1-8e68-88847715674e,CUST-5712,West,Store-003,Tablet,3,1975.92,5927.76,2023-01-15 12:32:23,Temp_Sensor,24.73,OK,0,
57ddc131-bbea-47a6-9d9b-de4d86492516,CUST-8484,North,Store-007,Tablet,4,257.97,1031.88,2023-01-19 12:19:17,Temp_Sensor,20.51,OK,0,
4ff4c602-f84b-4ccb-80cd-7fcc12fb64ba,CUST-5837,East,Store-013,Headphones,1,1153.56,1153.56,2023-01-03 09:08:26,Temp_Sensor,23.22,OK,0,
9245e982-5850-4bdb-b95e-49d530c5589d,CUST-5689,West,Store-020,Printer,3,477.06,1431.18,2023-01-10 05:31:11,Temp_Sensor,19.75,OK,0,
008aa73b-65f4-4f4c-b5b7-c409937c390c,CUST-3240,East,Store-002,Headphones,4,115.06,460.24,2023-01-18 17:05:38,Temp_Sensor,18.92,OK,0,
3ffbdcc2-4f77-4102-82ef-9d763756667f,CUST-6352,South,Store-006,Mobile,2,1583.7,3167.4,2023-01-18 18:15:17,Temp_Sensor,21.51,OK,0,
e22449e3-7a0a-46d6-9013-3727b34f5891,CUST-3695,North,Store-016,Printer,3,1505.79,4517.37,2023-01-17 10:37:54,RFID_Scanner,56.5,OVERHEAT,1,Overheat
e9e724bb-b718-4583-a916-26d59e6f0889,CUST-7511,North,Store-003,Printer,4,77.14,308.56,2023-01-27 01:09:07,RFID_Scanner,21.18,OK,0,
fafb4729-1ce8-4192-a556-19dace93d550,CUST-5295,South,Store-012,Laptop,2,969.38,1938.76,2023-01-28 06:05:13,POS_Terminal,24.41,OK,0,
18b9af91-aecb-4fe2-97ad-9e861dc91abd,CUST-2035,South,Store-010,Smartwatch,4,277.52,1110.08,2023-01-03 04:49:58,RFID_Scanner,20.13,OK,0,
950cbd40-f9cd-4c03-8bba-1e4c722d641b,CUST-2592,West,Store-018,Mobile,4,934.61,3738.44,2023-01-27 05:22:11,POS_Terminal,22.11,OK,0,
3bb9ece3-6798-447d-9a46-23b0b1a1bd92,CUST-7797,East,Store-016,Camera,4,1881.15,7524.6,2023-01-14 13:55:15,RFID_Scanner,22.83,OK,0,
d700e41f-a797-446b-a64f-ead32aa8249d,CUST-8285,West,Store-012,Laptop,3,1111.71,3335.13,2023-01-18 09:53:07,RFID_Scanner,20.79,OK,0,
ae52d00f-e21e-44b0-97d1-b3cf697eaefc,CUST-3001,South,Store-003,Smartwatch,2,1301.32,2602.64,2023-01-29 23:43:31,RFID_Scanner,18.35,OK,0,
160c363e-150c-4cc3-af28-1a5b94c59fdc,CUST-3063,West,Store-003,Printer,5,453.96,2269.8,2023-01-11 11:36:05,RFID_Scanner,20.3,OK,0,
7346a8f1-4c46-4484-bdff-0a77d37565ab,CUST-1046,North,Store-005,Mobile,5,538.78,2693.9,2023-01-09 11:18:13,RFID_Scanner,43.96,OVERHEAT,1,Overheat
fcf0a5a0-f31e-4452-8b0d-86c47b296911,CUST-4898,North,Store-001,Mobile,3,152.18,0.0,2023-01-21 10:27:16,Temp_Sensor,18.8,FAILED,1,Device_Failure
cda3e30a-81b9-4049-afda-7898b2805ed0,CUST-6931,East,Store-015,Camera,2,1893.56,3787.12,2023-01-03 02:31:26,Temp_Sensor,23.48,OK,0,
4d48c2d5-129f-424e-a88f-f5a161d5072c,CUST-9543,North,Store-015,Smartwatch,1,168.61,168.61,2023-01-24 06:03:15,POS_Terminal,20.98,OK,0,
330c753f-67c4-4e0d-bc76-8c1cef307dd7,CUST-8267,East,Store-003,Headphones,5,339.25,1696.25,2023-01-07 03:01:25,POS_Terminal,22.37,OK,0,
7e24eed4-00c8-4b4c-a0e5-6458f8a38699,CUST-6327,South,Store-020,Camera,3,934.75,2804.25,2023-01-30 09:22:24,POS_Terminal,18.69,OK,0,
12d74ebd-72da-4d13-9430-9f323d59b90b,CUST-4522,South,Store-015,Mobile,4,710.92,0.0,2023-01-23 00:21:52,POS_Terminal,20.91,FAILED,1,Device_Failure
64dde0ab-6b23-46cd-a2e8-e5e55326c5dd,CUST-6120,North,Store-012,Mobile,4,180.91,723.64,2023-01-05 03:27:24,RFID_Scanner,21.02,OK,0,
f50f3fb9-4b9b-4bc1-989a-ecac1f5ce6b5,CUST-7105,West,Store-018,Laptop,5,1915.42,9577.1,2023-01-28 06:24:30,POS_Terminal,22.69,OK,0,
905ca435-18d1-4a01-9f09-b64f22b13fc5,CUST-7929,East,Store-010,Camera,3,735.71,2207.13,2023-01-29 01:19:25,Temp_Sensor,19.49,OK,0,
ba02f571-5ef9-4e35-a5ab-a38d19c2d9fb,CUST-4674,East,Store-012,Printer,5,766.74,3833.7,2023-01-14 12:33:19,Temp_Sensor,19.58,OK,0,
59147959-36ea-43fa-b750-992d143b2dfd,CUST-1430,North,Store-001,Mobile,3,1420.26,4260.78,2023-01-15 23:59:35,POS_Terminal,20.46,OK,0,
2ad27419-567a-4026-8f53-836d81a426fe,CUST-3347,South,Store-003,Mobile,1,228.93,228.93,2023-01-26 18:03:25,RFID_Scanner,20.63,OK,0,
9cef91d8-a1c3-484b-9e3d-b6874516ae78,CUST-3578,North,Store-010,Smartwatch,3,1564.83,4694.49,2023-01-28 13:17:39,Temp_Sensor,53.86,OVERHEAT,1,Overheat
79e30b2a-2179-4b95-a4e2-2206b359d086,CUST-1815,East,Store-009,Tablet,4,997.04,3988.16,2023-01-22 11:01:07,POS_Terminal,19.91,OK,0,
95604d76-9987-4af4-a7c3-e0542e8e15fa,CUST-2864,North,Store-014,Laptop,3,1372.52,4117.56,2023-01-29 19:03:05,POS_Terminal,21.69,OK,0,
3600e184-e4e7-4cdb-9107-4aad1bb93636,CUST-4612,South,Store-020,Laptop,1,448.63,448.63,2023-01-11 06:06:19,RFID_Scanner,23.35,OK,0,
cb456b06-1389-4294-b99a-469aedf6dbec,CUST-2965,East,Store-016,Smartwatch,4,392.6,1570.4,2023-01-19 10:58:25,Temp_Sensor,22.93,OK,0,
1b75efae-427a-4093-80d0-92a3e901a0b1,CUST-6802,East,Store-013,Printer,1,900.63,900.63,2023-01-23 07:39:09,RFID_Scanner,24.03,OK,0,
843b78cf-350e-4450-85a2-ea7688b8ea1d,CUST-7626,South,Store-010,Laptop,4,90.67,362.68,2023-01-16 18:22:56,RFID_Scanner,23.61,OK,0,
4deec068-5dbd-4a52-b727-0016176214de,CUST-6928,East,Store-014,Printer,1,524.47,524.47,2023-01-29 14:05:05,POS_Terminal,21.67,OK,0,
8f7f3e76-75dc-4a0b-af67-1920d7b1f56c,CUST-6083,North,Store-008,Headphones,2,198.94,397.88,2023-01-06 12:51:02,Temp_Sensor,21.57,OK,0,
b4b92dc7-9ebe-4f2f-babd-f71612e6dc4b,CUST-6724,North,Store-005,Mobile,1,335.57,335.57,2023-01-10 13:50:17,RFID_Scanner,22.22,OK,0,
66f2e91c-8f95-4a94-969a-c693bfeb05b2,CUST-2234,West,Store-016,Tablet,5,1531.76,7658.8,2023-01-22 19:00:45,Temp_Sensor,24.47,OK,0,
557644d9-5cce-4cc1-96fb-d89404d0a780,CUST-6295,North,Store-005,Tablet,1,964.4,964.4,2023-01-15 16:48:40,POS_Terminal,22.14,OK,0,
02529865-a023-41a4-9933-5cf1d5d5fcea,CUST-2215,North,Store-015,Tablet,1,160.94,160.94,2023-01-14 22:28:08,RFID_Scanner,22.51,OK,0,
57f92bf6-4145-484d-9e96-0fc34039afec,CUST-2479,South,Store-015,Camera,5,1910.75,9553.75,2023-01-02 23:47:41,POS_Terminal,24.36,OK,0,
90ecf74f-2830-4dbf-9345-0b9b85d7be20,CUST-4084,North,Store-020,Tablet,5,344.18,1720.9,2023-01-04 00:05:17,POS_Terminal,18.72,OK,0,
0e0d9abb-56b7-469a-9f86-7fd2dfe5163a,CUST-6626,East,Store-017,Smartwatch,2,126.33,252.66,2023-01-22 06:01:31,POS_Terminal,21.67,OK,0,
1db37d60-1ef4-45be-b644-afa60fbdc34f,CUST-6962,North,Store-010,Tablet,4,1560.21,6240.84,2023-01-30 00:35:15,RFID_Scanner,23.52,OK,0,
7e7618fc-7c59-4631-840e-f094da773f40,CUST-2079,North,Store-004,Camera,4,604.09,2416.36,2023-01-30 06:11:50,RFID_Scanner,20.33,OK,0,
e8ee6e41-6e32-4dcf-b406-9b3cbbb27288,CUST-3317,North,Store-010,Smartwatch,4,301.46,1205.84,2023-01-05 02:42:17,POS_Terminal,21.91,OK,0,
40ea8d08-83e5-47ff-b5ef-10d2509b6151,CUST-6381,West,Store-017,Laptop,4,1041.55,4166.2,2023-01-01 21:14:24,POS_Terminal,20.16,OK,0,
9f58f861-ba27-4f45-af41-c49b666de290,CUST-6598,South,Store-007,Mobile,2,352.14,704.28,2023-01-15 08:37:21,RFID_Scanner,21.55,OK,0,
f69431d0-6efa-430a-909a-046e9bf4d8a9,CUST-9626,East,Store-011,Printer,5,305.55,1527.75,2023-01-19 06:54:37,RFID_Scanner,19.14,OK,0,
81a6ee32-0d03-4e1c-9a8a-4c379ba5b426,CUST-3712,South,Store-002,Tablet,3,1368.91,4106.73,2023-01-12 12:44:33,POS_Terminal,22.27,OK,0,
74349461-5197-4120-a949-38b62b123cae,CUST-8355,West,Store-018,Mobile,3,1932.91,5798.73,2023-01-23 18:26:34,RFID_Scanner,20.57,OK,0,
d698edc1-e9e6-4811-85ad-db7ad245d9b9,CUST-8218,South,Store-010,Printer,4,1030.67,4122.68,2023-01-21 07:46:30,RFID_Scanner,23.72,OK,0,
